yval,predicciones,error
"[11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456]","[12.744153, 12.760765, 12.546336, 12.390675, 12.383719, 12.042976, 12.026876, 11.886345, 11.6891575, 11.514358, 11.444505, 11.321164, 11.076547, 10.923636, 10.737558, 10.565418, 10.4871025, 10.468893, 10.115932, 10.077681, 9.976683, 9.871344, 9.954977, 9.758727]","[1.0321530227661135, 1.2407650756835942, 0.27033617401123067, 0.882674591064454, 1.2117194442749017, 0.4269763793945316, 0.3508764495849608, -0.17365509033203175, 1.3091574859619133, 0.04235756683349656, 0.22450473785400327, 0.42516413116455, 0.0005466690063471447, 0.20763643646240304, -0.12244163513183537, 0.44941824340820347, -0.03689749145507726, -0.5111069488525395, -0.7560675354003905, -0.2783194122314452, 0.5806826629638664, 0.9193436126708985, 0.09097703552246017, 0.3027270736694341]"
"[11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756]","[12.575722, 12.576349, 12.401072, 12.242594, 12.202099, 11.891121, 11.839701, 11.686724, 11.513294, 11.27788, 11.265411, 11.104752, 10.886143, 10.683502, 10.582045, 10.403095, 10.374614, 10.314786, 10.00699, 9.901177, 9.914491, 9.722088, 9.849986, 9.616239]","[1.0557217407226567, 0.30034925842285176, 0.8930715484619149, 1.0705937652587885, 0.5860988464355472, 0.2151209106445311, -0.22029930114746143, 1.3067237091064445, 0.041294219970703594, 0.05787971496581967, 0.3694113769531242, 0.02875158691406199, 0.17014273071289132, -0.17649780273437443, 0.46604460144043003, -0.12090475463867101, -0.605386238098145, -0.5572140426635741, -0.34900956726074206, 0.5051774063110344, 0.9624906997680664, -0.1419121398925789, 0.39398607635498095, -0.13976140594482445]"
"[12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72]","[12.44784, 12.435296, 12.28451, 12.121345, 12.060385, 11.780937, 11.697493, 11.545837, 11.381885, 11.106979, 11.131299, 10.948726, 10.7543745, 10.519799, 10.473808, 10.282185, 10.3077545, 10.211228, 9.933435, 9.793731, 9.877698, 9.634095, 9.789333, 9.535266]","[0.17183973693847676, 0.927296058654786, 1.112509658813476, 0.5053445663452152, 0.3843847503662108, -0.27906280517578175, 1.317492599487304, 0.07383740234375047, 0.16188457489013608, 0.2109793701171867, 0.05529901885986277, 0.23272570037841867, -0.10562549591064396, 0.4037992324829105, -0.05019171142578038, -0.6978153991699223, -0.5642454833984374, -0.14477162933349597, 0.5374354400634758, 0.8417307357788086, 0.013697944641112514, 0.1780951919555669, 0.03333334350585915, -0.18473407745361392]"
"[11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956]","[12.620674, 12.636474, 12.450583, 12.287304, 12.240617, 11.936783, 11.883563, 11.741463, 11.563932, 11.333907, 11.30497, 11.147616, 10.923665, 10.737832, 10.62005, 10.440071, 10.383954, 10.352764, 10.034159, 9.927205, 9.926024, 9.747693, 9.84486, 9.636193]","[1.1126741333007821, 1.464473655700683, 0.8345834579467777, 0.6113039245605467, 0.1806167984008784, 1.5567828369140617, 0.4115630416870122, 0.5214627075195306, 0.6679324188232414, 0.2579071273803706, 0.588969787597657, 0.2876163864135748, 0.8076650466918949, 0.21383206939697352, -0.35994956970214886, -0.43192889404296864, 0.02795404815673841, 0.9567641296386711, 1.082158706665039, 0.06320508575439376, 0.4700244369506841, -0.008306938171386946, 0.12486007690429624, -1.3198067245483394]"
"[11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172]","[12.412959, 12.382745, 12.247699, 12.075861, 12.001178, 11.730116, 11.619009, 11.47013, 11.304287, 11.0025, 11.046784, 10.854141, 10.664996, 10.40835, 10.408295, 10.186335, 10.256433, 10.12292, 9.857719, 9.715941, 9.834757, 9.561028, 9.740165, 9.458957]","[1.2409590988159174, 0.7667447891235355, 0.5716987838745116, 0.015860977172851065, 1.621177787780761, 0.25811589050293016, 0.3990090179443353, 0.574129966735839, 0.22828695678710886, 0.2864995803833015, 0.18678440093994197, 0.7381412353515628, 0.14099614715576259, -0.5716500091552739, -0.4637053222656249, -0.1696653900146483, 0.8604325332641594, 1.170920036315918, -0.006280578613282017, 0.2599414291381841, 0.07875685119628884, -0.1589724731445319, -1.2158352432250972, -1.7130432815551764]"
"[11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104]","[12.23456, 12.188876, 12.08729, 11.91316, 11.7898, 11.595057, 11.447129, 11.29148, 11.138659, 10.807078, 10.880993, 10.646498, 10.504691, 10.231971, 10.2867155, 10.028257, 10.151906, 10.025698, 9.771426, 9.590775, 9.773282, 9.448705, 9.640862, 9.366499]","[0.6185600128173832, 0.5128761520385741, 0.027289810180663565, 1.533160324096679, 0.3177996902465825, 0.3750565338134759, 0.5511292495727531, 0.21548006439208933, 0.422658523559571, -0.05292163848876896, 0.7649928894042972, 0.12249772644043055, -0.4753088760375981, -0.64002921295166, -0.06928449249267565, 0.6322573699951164, 1.1999060134887696, 0.16169770812988205, 0.3154262008666997, -0.16522546386718773, 0.05328205108642514, -1.5072952804565425, -1.5311375350952154, -0.7375010528564445]"
"[11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356]","[12.248567, 12.208546, 12.107587, 11.936521, 11.799638, 11.616735, 11.46511, 11.3113785, 11.15825, 10.836813, 10.90236, 10.654478, 10.527947, 10.265868, 10.317948, 10.050443, 10.161702, 10.057381, 9.798422, 9.614712, 9.785673, 9.470751, 9.640894, 9.385548]","[0.5725666275024412, 0.14854568481445263, 1.7275868606567375, 0.46452057647705125, 0.5796377944946283, 0.7207354583740226, 0.38910982513427683, 0.595378479003907, 0.2982498550415045, 0.7208129730224613, 0.3783599624633798, -0.32552192687988324, -0.34405257415771473, -0.09013181304931628, 0.9219483413696281, 1.0984426956176758, 0.29770215606689376, 0.6013806762695317, 0.04242185974121071, -0.10528823852539126, -1.1703268585205073, -1.7012491912841803, -0.46310606384277264, -0.9704523620605467]"
"[12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188]","[12.288668, 12.233307, 12.1421795, 11.969513, 11.822324, 11.633886, 11.476532, 11.316362, 11.162931, 10.836159, 10.903346, 10.651181, 10.518627, 10.251199, 10.314202, 10.027806, 10.1439495, 10.034866, 9.770979, 9.5930605, 9.762652, 9.442102, 9.629384, 9.35373]","[0.22866767883300732, 1.8533068847656242, 0.6701794891357427, 0.7495129394531244, 0.9263237991333, 0.5578863372802729, 0.7605319824218757, 0.4563623809814459, 1.0469314422607425, 0.3121587524414071, -0.07665393829345746, -0.2208187789916991, 0.162627166748047, 0.8551987686157219, 1.3622023086547852, 0.16380628204345626, 0.6879495086669927, 0.2788663330078123, 0.05097892761230405, -1.3629395065307612, -1.4093476028442389, -0.6618975677490226, -0.7266159591674803, -0.8342697982788092]"
"[10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092]","[12.399375, 12.343309, 12.242136, 12.072017, 11.931162, 11.715477, 11.566219, 11.411242, 11.252762, 10.9360895, 10.982713, 10.745392, 10.592097, 10.334661, 10.373646, 10.09259, 10.176829, 10.075831, 9.800929, 9.639414, 9.778165, 9.479976, 9.663734, 9.384077]","[2.0193749618530266, 0.8713094024658208, 1.0221360015869134, 1.1760167160034172, 0.8551618804931636, 0.9994769897460944, 0.7062193298339849, 1.2952415313720707, 0.7287618408203134, -0.04391048431396527, 0.11071274566650402, 0.38939184570312513, 1.1960972824096672, 1.382660530090332, 0.5096457824707024, 0.6365903320312505, 0.42082933807373024, 0.35583141326904233, -1.1550709304809565, -1.5325861663818365, -0.3258351364135734, -0.8760242996215819, -0.5242655639648444, -0.7079229278564458]"
"[11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62]","[11.806675, 11.737567, 11.693419, 11.465643, 11.270948, 11.235771, 11.046541, 10.833185, 10.691842, 10.381948, 10.480754, 10.18651, 10.086121, 9.825159, 9.967845, 9.563244, 9.802206, 9.759651, 9.451496, 9.298193, 9.505256, 9.152563, 9.373526, 9.109231]","[0.3346749572753911, 0.5175669479370111, 0.7974194564819328, 0.3896429290771479, 0.5549484100341804, 0.3757711791992193, 0.9305412139892582, 0.30918519592285243, -0.28815792083740277, -0.49005152893066395, 0.1247538986206056, 0.7905100860595695, 1.13412060546875, -0.038840927124024205, 0.511844963073731, -0.19275613403320335, 0.0822060394287103, -1.1963488159179683, -1.7205038757324225, -0.8058070220947258, -0.850744300842285, -1.0354369049072272, -0.7184743804931646, -1.5107690048217766]"
"[11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596]","[11.475445, 11.324478, 11.298613, 11.186068, 10.979651, 10.876715, 10.628012, 10.597782, 10.502365, 10.222403, 10.220006, 9.933229, 9.949892, 9.785425, 9.859393, 9.644656, 9.696706, 9.694933, 9.531326, 9.417334, 9.581613, 9.345676, 9.496114, 9.387312]","[0.25544479370117124, 0.4284781494140617, 0.22261259460449168, 0.4700675811767585, 0.11965145111084041, 0.7607147064208988, 0.1040117034912118, -0.3822178649902348, -0.3696348876953124, -0.13359742736816393, 0.8240059890747062, 0.9812294464111329, 0.08589204406738205, 0.32942518615722705, 0.10339311981201149, -0.07534381866455142, -1.25929418182373, -1.4770670623779303, -0.5726737060546867, -0.9386663970947264, -0.606387413024903, -0.7463235778808599, -1.1238862228393547, -1.2086880645751954]"
"[10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596, 10.296]","[11.04614, 10.713376, 10.675847, 10.7251425, 10.530601, 10.224682, 9.964143, 10.106203, 10.114606, 9.840142, 9.722104, 9.525871, 9.603845, 9.45682, 9.541481, 9.492506, 9.313501, 9.350067, 9.359837, 9.399837, 9.452844, 9.362729, 9.611404, 9.601808]","[0.15013971710204999, -0.36262395477294973, -0.04015294647216727, -0.13485752105712834, 0.4146005477905277, -0.29931814575195226, -1.015857200622559, -0.7657969207763671, -0.2413940963745116, 0.44414225006103436, 0.7701040725708008, -0.338128723144532, 0.14784464263916064, -0.2991804656982424, -0.1785189819335944, -1.4634939727783198, -1.858498641967774, -0.7539328613281242, -0.9961634216308592, -0.7881634597778326, -0.6391563339233404, -1.2572709274291984, -0.9845955810546876, -0.694192405700683]"
"[11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596, 10.296, 10.116]","[10.78332, 10.439388, 10.410168, 10.459952, 10.252572, 9.979177, 9.7100115, 9.857693, 9.885514, 9.634914, 9.500069, 9.301877, 9.400523, 9.273308, 9.364387, 9.310495, 9.12602, 9.211701, 9.225525, 9.292271, 9.336455, 9.2740755, 9.531157, 9.551398]","[-0.29267957305908254, -0.27661172485351493, -0.44983230590820256, 0.3439523544311527, -0.2714279403686515, -1.0008225250244145, -1.1619885177612304, -0.4983072814941405, 0.4895142593383781, 0.6829143981933594, -0.3639313354492195, -0.15412297821044874, -0.35547681427001976, -0.4466921997070319, -1.5916134414672847, -1.8615046234130865, -0.9779795684814445, -1.1442986068725585, -0.9624750976562506, -0.7997293395996099, -1.2835446548461906, -1.3219244918823243, -0.7648434600830072, -0.5646017227172848]"
"[10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596, 10.296, 10.116, 10.464]","[10.715108, 10.38003, 10.362288, 10.403943, 10.1945505, 9.942793, 9.661052, 9.820494, 9.8419285, 9.608605, 9.462958, 9.254131, 9.362253, 9.268936, 9.337714, 9.298305, 9.108449, 9.207325, 9.219254, 9.283683, 9.331926, 9.281235, 9.508074, 9.546639]","[-0.0008920822143547724, -0.47997032165527287, 0.24628847503662143, -0.12005693817138585, -0.785449485778809, -0.9292071075439452, -0.6949482498168944, 0.4244936981201164, 0.8899284820556641, -0.2553946151733406, 0.006958335876465327, -0.5018686828613284, -0.3577468109130866, -1.687063842773437, -1.8342858047485358, -0.8056954421997062, -1.2475510177612303, -0.9806750183105475, -0.872746459960938, -1.3363171768188469, -1.2640736541748048, -1.0147652587890619, -0.6079261932373043, -0.9173605575561528]"
"[10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596, 10.296, 10.116, 10.464, 10.416]","[10.504097, 10.210918, 10.20038, 10.186066, 9.978568, 9.795345, 9.515858, 9.631025, 9.641948, 9.456196, 9.3103075, 9.0891695, 9.178936, 9.119484, 9.179772, 9.0928335, 8.947983, 9.095161, 9.055968, 9.137753, 9.186092, 9.150477, 9.362576, 9.396127]","[-0.3559030151367182, 0.09491842651367222, -0.3236196746826163, -0.7939343261718754, -0.8934319229125975, -0.5606546936035155, 0.11985769653320233, 0.6790253143310547, -0.2220522537231453, 0.00019583129882860817, -0.4456924972534182, -0.6308304977416999, -1.7770639953613276, -2.0525160522460943, -0.924227622985839, -1.2631664810180663, -1.2400172119140631, -0.9968385620117193, -1.5640317153930656, -1.4582474670410157, -1.109907623291015, -0.9655225906372067, -1.101424468994141, -1.0198732528686527]"
"[10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596, 10.296, 10.116, 10.464, 10.416, 10.128]","[10.418429, 10.134264, 10.146477, 10.112958, 9.904493, 9.757395, 9.458901, 9.586253, 9.583863, 9.424177, 9.2647085, 9.031687, 9.123157, 9.114174, 9.133066, 9.067404, 8.9187355, 9.083202, 9.034407, 9.113572, 9.169937, 9.147897, 9.325542, 9.372496]","[0.30242937469482456, -0.3897360076904288, -0.8335232543945317, -0.7590420455932616, -0.4515066680908202, 0.36139479064941327, 0.5069014053344727, -0.2777468338012703, 0.1278632583618169, -0.33182283020019554, -0.45529148101806705, -1.9243132171630855, -2.048843452453614, -0.989826110839843, -1.2229338226318358, -1.1205962066650397, -1.17326449584961, -1.5367976379394523, -1.5615933380126954, -1.1824278793334955, -0.9460628662109372, -1.3161032333374028, -1.0904575500488285, -0.7555043487548829]"
"[10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596, 10.296, 10.116, 10.464, 10.416, 10.128, 10.56]","[10.065919, 9.861058, 9.838291, 9.7240505, 9.527973, 9.497583, 9.234517, 9.252432, 9.256023, 9.152219, 9.045396, 8.799736, 8.895257, 8.825676, 8.921078, 8.708679, 8.710223, 8.933897, 8.825288, 8.939277, 8.97344, 8.966004, 9.1780815, 9.211265]","[-0.4580810775756827, -1.1189417648315434, -1.0337088317871093, -0.6319494781494139, 0.13197317504882733, 0.5455833892822266, -0.6294829025268562, -0.20356813049316358, -0.49997659301757835, -0.5677811813354499, -1.9106041488647456, -2.372263977050782, -1.208743003845214, -1.5303240356445311, -1.2669222717285162, -1.3833208007812505, -1.9097768020629875, -1.662102981567383, -1.470712181091308, -1.1767233047485348, -1.4905598297119145, -1.449995628356934, -0.9499184875488282, -1.3487353897094732]"
"[10.98, 10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596, 10.296, 10.116, 10.464, 10.416, 10.128, 10.56, 10.044]","[10.080246, 9.85006, 9.847173, 9.769753, 9.54197, 9.548134, 9.244655, 9.315791, 9.326999, 9.189829, 9.119378, 8.842516, 9.029021, 8.911412, 9.040899, 8.839185, 8.8792715, 9.062204, 9.036402, 9.112228, 9.165256, 9.152982, 9.344659, 9.425038]","[-0.8997540283203129, -1.0219395370483397, -0.5088272628784178, 0.37375345611572186, 0.5899702529907227, -0.3158661499023445, -0.21134534454345655, -0.44020886993408226, -0.3930012893676764, -1.7661711273193355, -2.0526219100952154, -1.261484054565429, -1.3269787368774413, -1.2765877609252936, -1.051100723266602, -1.780815238952636, -1.7167284927368165, -1.2337956390380853, -1.079598251342773, -1.351771606445313, -1.2507444534301762, -0.9750182418823243, -1.2153411483764653, -0.618961662292481]"
"[10.872, 10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596, 10.296, 10.116, 10.464, 10.416, 10.128, 10.56, 10.044, 10.5]","[10.26792, 9.972827, 9.999532, 9.939362, 9.739616, 9.706152, 9.371539, 9.510925, 9.499911, 9.349199, 9.32104, 9.060595, 9.270667, 9.102483, 9.231491, 9.067501, 9.143887, 9.217313, 9.289452, 9.390304, 9.412937, 9.419242, 9.6398, 9.696718]","[-0.6040804595947264, -0.38317304229736315, 0.6035317459106437, 0.987361572265625, -0.12438360595703202, 0.2501519622802739, -0.3844608840942385, -0.20907470703125064, -1.4560886917114253, -1.8228007049560553, -0.7829598464965812, -1.2954054412841796, -0.9173329238891608, -0.9895172042846685, -1.3885089111328117, -1.5284989318847657, -1.15211343383789, -0.8986871871948239, -1.1745484008789067, -1.0256963882446293, -0.7150628356933595, -1.1407580947875982, -0.4041999282836919, -0.8032817840576172]"
"[10.356, 9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596, 10.296, 10.116, 10.464, 10.416, 10.128, 10.56, 10.044, 10.5, 10.356]","[10.175601, 9.87499, 9.929315, 9.789666, 9.669937, 9.687283, 9.340052, 9.494671, 9.438734, 9.34441, 9.393148, 9.172217, 9.361322, 9.144498, 9.246664, 9.072281, 9.301368, 9.282216, 9.41491, 9.59037, 9.557604, 9.62669, 9.893346, 9.896831]","[-0.18039899444580065, 0.47899046325683514, 0.9773146133422852, -0.07433382415771561, 0.21393713378906298, -0.06871743774414085, -0.3799483489990241, -1.4613291320800776, -1.733265945434571, -0.7595900573730461, -0.9628515777587889, -1.0157826309204108, -0.730677597045899, -1.4755021286010734, -1.3493359527587891, -1.2237191162109369, -0.8146322402954098, -1.1817839279174809, -1.0010896835327152, -0.5376298217773439, -1.0023961639404302, -0.4173100891113286, -0.606654167175293, -0.4591694412231444]"
"[9.396, 8.952, 9.864, 9.456, 9.756, 9.72, 10.956, 11.172, 10.104, 10.356, 10.188, 10.092, 10.62, 10.596, 10.296, 10.116, 10.464, 10.416, 10.128, 10.56, 10.044, 10.5, 10.356, 10.224]","[9.762521, 9.542808, 9.607072, 9.33661, 9.260643, 9.434994, 9.0947275, 9.222253, 9.12713, 9.128102, 9.260859, 9.059978, 9.239948, 9.00825, 9.100128, 8.850835, 9.277782, 9.249717, 9.406336, 9.647066, 9.570224, 9.704426, 9.990087, 9.9642105]","[0.36652079010009686, 0.5908075790405274, -0.25692812347412186, -0.11939015960693311, -0.4953569946289065, -0.28500625610351626, -1.861272483825683, -1.9497471542358404, -0.976870445251464, -1.2278976974487303, -0.927141464233399, -1.032022468566895, -1.380051727294921, -1.5877497634887696, -1.1958718261718744, -1.2651651535034176, -1.1862175598144535, -1.166283241271973, -0.7216641693115236, -0.9129338836669927, -0.47377619171142626, -0.7955741882324219, -0.36591344451904284, -0.25978948974609395]"
